'2011-7-13',14.1766,0.0
'2011-7-14',41.9498,0.1559
'2011-7-15',16.4386,0.0022
'2011-7-16',15.9362,0.0005
'2011-7-17',16.4106,0.001
'2011-7-18',15.9967,0.0
'2011-7-19',25.7604,0.0274
'2011-7-20',16.5259,0.0
'2011-7-21',16.7783,0.0
'2011-7-22',16.8954,0.0
'2011-7-23',16.9145,0.0001
'2011-7-24',17.0845,0.0009
'2011-7-25',16.3758,0.0
'2011-7-26',25.995,0.0313
'2011-7-27',67.7597,0.2629
'2011-7-28',16.6458,0.0001
'2011-7-29',16.7338,0.0
'2011-7-30',17.949,0.0026
'2011-7-31',17.9707,0.0022
'2011-8-1',18.3239,0.003
'2011-8-2',22.2355,0.0132
'2011-8-3',36.0613,0.0826
'2011-8-4',33.0763,0.0542
'2011-8-5',18.0051,0.0
'2011-8-6',18.1655,0.0
'2011-8-7',18.1314,0.0
'2011-8-8',19.9591,0.0061
'2011-8-9',17.662,0.0
'2011-8-10',17.3413,0.0
'2011-8-11',17.0075,0.0
'2011-8-12',17.7353,0.003
'2011-8-13',16.3444,0.0
'2011-8-14',16.3124,0.0006
'2011-8-15',15.702,0.0
'2011-8-16',16.2352,0.0021
'2011-8-17',38.2498,0.0838
'2011-8-18',19.4232,0.006
'2011-8-19',15.5701,0.0
'2011-8-20',15.776,0.0
'2011-8-21',15.8475,0.0
'2011-8-22',15.7672,0.0
'2011-8-23',15.5781,0.0
'2011-8-24',15.3279,0.0
'2011-8-25',15.0518,0.0
'2011-8-26',14.762,0.0
'2011-8-27',14.4737,0.0
'2011-8-28',14.1886,0.0
'2011-8-29',13.9082,0.0
'2011-8-30',13.633,0.0
'2011-8-31',13.3631,0.0
'2011-9-1',13.0985,0.0
'2011-9-2',13.2121,0.0009
'2011-9-3',12.7827,0.0003
'2011-9-4',18.1215,0.0169
'2011-9-5',18.7671,0.02
'2011-9-6',12.4041,0.0
'2011-9-7',12.3881,0.0
'2011-9-8',12.2981,0.0
'2011-9-9',12.1422,0.0
'2011-9-10',18.4244,0.0182
'2011-9-11',55.3651,0.1965
'2011-9-12',25.5083,0.0341
'2011-9-13',13.1878,0.0
'2011-9-14',13.6894,0.0
'2011-9-15',13.9943,0.0
'2011-9-16',14.0801,0.0
'2011-9-17',14.0021,0.0
'2011-9-18',18.8272,0.015
'2011-9-19',15.5701,0.003
'2011-9-20',13.7623,0.0
'2011-9-21',13.7307,0.0
'2011-9-22',13.6497,0.0
'2011-9-23',13.5029,0.0
'2011-9-24',13.3047,0.0
'2011-9-25',13.0762,0.0
'2011-9-26',12.8333,0.0
'2011-9-27',12.5862,0.0
'2011-9-28',12.3398,0.0
'2011-9-29',24.6719,0.0443
'2011-9-30',11.9999,0.0
'2011-10-1',11.8829,0.0
'2011-10-2',11.7638,0.0
'2011-10-3',11.613,0.0
'2011-10-4',11.4317,0.0
'2011-10-5',11.2308,0.0
'2011-10-6',11.0206,0.0
